order_id,product_id,category,supplier,customer_location,marketing_channel,order_date,return_status,price,quantity,delivery_time
O10625,P423,Clothing,Supplier B,Mumbai,Social Media,2025-05-15,0,730.49,1,9
O10626,P206,Toys,Supplier A,Bangalore,Social Media,2025-05-23,0,203.26,1,5
O10627,P222,Clothing,Supplier A,Delhi,Website Banner,2025-06-05,0,602.87,4,8
O10628,P599,Toys,Supplier B,Hyderabad,Email,2025-05-11,0,812.79,3,4
O10629,P498,Toys,Supplier A,Chennai,Social Media,2025-06-29,0,1983.78,4,5
O10630,P702,Books,Supplier A,Chennai,Website Banner,2025-06-01,0,1142.37,2,3
O10631,P173,Electronics,Supplier C,Bangalore,Email,2025-05-27,0,568.49,2,5
O10632,P330,Toys,Supplier B,Bangalore,Email,2025-05-01,0,802.67,1,3
O10633,P409,Home,Supplier B,Mumbai,Social Media,2025-06-10,0,794.55,3,5
O10634,P809,Electronics,Supplier C,Mumbai,TV,2025-06-02,0,235.51,2,5
O10635,P844,Electronics,Supplier A,Chennai,TV,2025-05-10,0,443.33,4,6
O10636,P489,Electronics,Supplier A,Bangalore,TV,2025-06-02,0,1451.35,2,9
O10637,P675,Books,Supplier B,Delhi,Social Media,2025-05-08,1,416.45,2,1
O10638,P145,Toys,Supplier A,Hyderabad,TV,2025-05-06,0,615.32,4,6
O10639,P414,Books,Supplier C,Bangalore,Website Banner,2025-05-18,0,831.33,1,1
O10640,P794,Toys,Supplier C,Bangalore,Website Banner,2025-04-06,0,1563.92,3,6
O10641,P947,Books,Supplier B,Mumbai,Website Banner,2025-05-14,1,1248.32,1,2
O10642,P801,Books,Supplier C,Hyderabad,Website Banner,2025-05-13,0,1440.2,4,8
O10643,P878,Home,Supplier C,Chennai,Email,2025-05-17,1,1220.62,2,3
O10644,P205,Books,Supplier B,Bangalore,Website Banner,2025-05-09,0,1430.47,3,6
O10645,P762,Clothing,Supplier C,Chennai,TV,2025-05-18,0,205.12,1,6
O10646,P213,Home,Supplier C,Bangalore,Social Media,2025-06-11,1,1875.62,4,4
O10647,P739,Books,Supplier C,Chennai,TV,2025-04-16,0,399.66,2,5
O10648,P366,Electronics,Supplier A,Hyderabad,Website Banner,2025-04-09,0,931.25,2,2
O10649,P300,Clothing,Supplier B,Mumbai,Email,2025-06-01,0,1587.87,1,8
O10650,P795,Clothing,Supplier B,Hyderabad,Website Banner,2025-05-14,1,983.42,4,7
O10651,P952,Clothing,Supplier B,Delhi,Social Media,2025-04-12,0,1904.32,2,6
O10652,P570,Home,Supplier A,Mumbai,TV,2025-05-07,0,1041.66,2,7
O10653,P823,Books,Supplier A,Hyderabad,Social Media,2025-04-07,0,1774.89,3,1
O10654,P122,Books,Supplier B,Delhi,Social Media,2025-06-02,0,1659.49,2,5
O10655,P803,Electronics,Supplier A,Bangalore,Social Media,2025-05-17,1,1965.78,1,7
O10656,P228,Electronics,Supplier B,Bangalore,TV,2025-04-02,0,1867.79,4,1
O10657,P290,Clothing,Supplier A,Chennai,Website Banner,2025-04-27,0,1816.62,4,2
O10658,P945,Electronics,Supplier C,Mumbai,Social Media,2025-06-21,1,1516.89,3,9
O10659,P821,Home,Supplier C,Bangalore,TV,2025-06-17,0,860.6,4,3
O10660,P139,Books,Supplier B,Mumbai,Email,2025-04-29,0,391.03,1,6
O10661,P307,Clothing,Supplier A,Bangalore,TV,2025-04-12,0,1439.56,2,7
O10662,P346,Electronics,Supplier A,Chennai,Email,2025-05-10,0,1961.58,3,9
O10663,P718,Home,Supplier C,Hyderabad,TV,2025-05-14,0,1507.89,4,5
O10664,P192,Home,Supplier C,Chennai,Website Banner,2025-06-04,0,1871.71,3,4
O10665,P108,Electronics,Supplier A,Delhi,Social Media,2025-04-25,0,1647.75,3,2
O10666,P996,Books,Supplier A,Bangalore,Website Banner,2025-04-21,0,493.61,4,3
O10667,P533,Electronics,Supplier A,Delhi,TV,2025-04-04,1,648.57,3,5
O10668,P465,Clothing,Supplier A,Delhi,Social Media,2025-06-25,0,815.36,4,2
O10669,P934,Electronics,Supplier A,Mumbai,Email,2025-06-07,0,502.87,1,4
O10670,P100,Home,Supplier A,Bangalore,TV,2025-05-01,0,1246.97,4,1
O10671,P468,Electronics,Supplier B,Delhi,Social Media,2025-05-21,1,1955.81,2,4
O10672,P365,Books,Supplier A,Hyderabad,Email,2025-06-01,0,1570.63,4,7
O10673,P766,Toys,Supplier C,Delhi,Email,2025-05-07,0,962.1,2,3
O10674,P886,Electronics,Supplier B,Hyderabad,Website Banner,2025-05-02,0,208.11,3,8
O10675,P627,Books,Supplier A,Mumbai,TV,2025-05-07,0,763.9,4,6
O10676,P134,Books,Supplier C,Delhi,Email,2025-06-22,0,1148.17,2,6
O10677,P636,Home,Supplier B,Chennai,Social Media,2025-05-27,0,783.65,4,1
O10678,P238,Books,Supplier C,Mumbai,Email,2025-04-07,0,399.86,4,5
O10679,P554,Books,Supplier A,Hyderabad,Email,2025-04-30,1,996.98,4,3
O10680,P234,Books,Supplier A,Mumbai,Website Banner,2025-06-27,0,655.86,1,1
O10681,P663,Books,Supplier A,Delhi,Website Banner,2025-05-23,0,1836.62,2,8
O10682,P151,Clothing,Supplier A,Bangalore,Social Media,2025-04-18,0,383.16,1,7
O10683,P704,Clothing,Supplier B,Bangalore,Website Banner,2025-04-01,0,288.47,1,7
O10684,P871,Home,Supplier B,Hyderabad,Email,2025-05-20,0,209.57,2,4
O10685,P591,Electronics,Supplier C,Hyderabad,Email,2025-04-02,0,790.53,4,6
O10686,P830,Books,Supplier A,Bangalore,Website Banner,2025-05-09,0,1388.7,1,9
O10687,P190,Electronics,Supplier C,Hyderabad,Email,2025-05-05,0,1514.74,1,3
O10688,P304,Electronics,Supplier B,Mumbai,Email,2025-06-01,0,1015.87,1,9
O10689,P252,Home,Supplier A,Chennai,Social Media,2025-04-26,0,1431.79,4,4
O10690,P183,Books,Supplier A,Chennai,Website Banner,2025-04-10,0,847.85,1,5
O10691,P152,Books,Supplier B,Mumbai,Email,2025-06-23,0,1402.05,3,7
O10692,P964,Toys,Supplier B,Chennai,Website Banner,2025-04-30,0,273.07,2,6
O10693,P695,Electronics,Supplier B,Delhi,Social Media,2025-06-08,0,903.36,3,8
O10694,P173,Electronics,Supplier B,Mumbai,Website Banner,2025-05-31,0,1623.53,4,8
O10695,P140,Clothing,Supplier B,Hyderabad,Email,2025-04-18,1,1645.41,1,8
O10696,P843,Toys,Supplier A,Mumbai,Website Banner,2025-04-07,0,1489.07,2,3
O10697,P740,Clothing,Supplier B,Bangalore,Email,2025-05-16,0,567.63,1,6
O10698,P102,Clothing,Supplier A,Hyderabad,Email,2025-06-15,0,644.97,4,7
O10699,P535,Clothing,Supplier A,Bangalore,Email,2025-04-12,0,1992.96,2,9
O10700,P508,Home,Supplier B,Hyderabad,Social Media,2025-05-12,0,386.08,3,4
O10701,P183,Home,Supplier B,Chennai,Website Banner,2025-06-04,1,525.19,2,5
O10702,P417,Clothing,Supplier A,Mumbai,Social Media,2025-05-27,0,434.05,1,8
O10703,P874,Toys,Supplier B,Delhi,Website Banner,2025-04-14,1,789.78,2,1
O10704,P673,Electronics,Supplier B,Hyderabad,Social Media,2025-06-29,1,578.32,4,6
O10705,P828,Toys,Supplier B,Hyderabad,TV,2025-06-20,0,1095.84,4,4
O10706,P890,Books,Supplier C,Bangalore,Email,2025-05-10,0,1056.84,2,5
O10707,P256,Home,Supplier A,Chennai,Email,2025-05-20,0,1822.71,4,5
O10708,P242,Electronics,Supplier C,Bangalore,Social Media,2025-04-02,0,262.53,4,2
O10709,P599,Electronics,Supplier B,Bangalore,TV,2025-06-15,1,775.78,4,8
O10710,P142,Books,Supplier C,Chennai,Email,2025-05-24,0,1273.98,3,2
O10711,P109,Books,Supplier B,Delhi,Website Banner,2025-06-29,1,1288.64,1,4
O10712,P203,Clothing,Supplier C,Bangalore,Social Media,2025-05-23,0,1064.23,4,5
O10713,P943,Home,Supplier B,Bangalore,Email,2025-04-17,1,1668.2,2,1
O10714,P379,Home,Supplier C,Hyderabad,Email,2025-04-09,1,312.9,4,6
O10715,P478,Toys,Supplier C,Chennai,Social Media,2025-04-14,0,1667.88,3,2
O10716,P923,Clothing,Supplier C,Mumbai,Social Media,2025-06-06,0,1090.56,2,5
O10717,P204,Clothing,Supplier A,Delhi,Website Banner,2025-04-18,0,440.77,1,6
O10718,P313,Clothing,Supplier C,Delhi,Website Banner,2025-05-24,1,1794.26,2,8
O10719,P934,Clothing,Supplier A,Chennai,Email,2025-06-07,1,1368.61,2,9
O10720,P393,Home,Supplier B,Hyderabad,Email,2025-06-03,0,494.38,2,6
O10721,P223,Home,Supplier C,Hyderabad,Social Media,2025-05-25,0,260.57,2,5
O10722,P211,Clothing,Supplier B,Chennai,Email,2025-04-20,0,454.0,4,4
O10723,P844,Toys,Supplier B,Hyderabad,Email,2025-05-29,1,1295.84,1,2
O10724,P505,Electronics,Supplier C,Delhi,Social Media,2025-04-16,0,522.73,4,2
O10725,P634,Electronics,Supplier A,Delhi,Email,2025-04-20,1,606.37,3,7
O10726,P834,Toys,Supplier C,Mumbai,Email,2025-06-16,0,245.25,3,5
O10727,P783,Clothing,Supplier B,Chennai,TV,2025-06-27,0,1501.28,2,7
O10728,P135,Home,Supplier B,Bangalore,Website Banner,2025-04-07,0,1658.66,4,1
O10729,P537,Electronics,Supplier C,Bangalore,Social Media,2025-05-06,0,1634.33,4,1
O10730,P589,Books,Supplier A,Mumbai,TV,2025-04-27,0,429.62,1,5
O10731,P196,Books,Supplier A,Mumbai,Website Banner,2025-06-03,0,1825.94,1,2
O10732,P964,Toys,Supplier B,Hyderabad,Website Banner,2025-04-28,0,1410.1,1,8
O10733,P481,Clothing,Supplier B,Mumbai,Website Banner,2025-04-19,0,1815.55,4,3
O10734,P210,Electronics,Supplier A,Mumbai,TV,2025-04-14,0,1004.89,1,1
O10735,P505,Clothing,Supplier C,Bangalore,TV,2025-05-15,0,986.52,1,2
O10736,P537,Electronics,Supplier B,Hyderabad,Website Banner,2025-04-01,1,1612.17,1,7
O10737,P498,Toys,Supplier A,Mumbai,Email,2025-06-14,0,367.94,2,6
O10738,P894,Toys,Supplier B,Mumbai,Email,2025-05-01,1,1137.57,3,8
O10739,P418,Books,Supplier C,Hyderabad,TV,2025-04-04,0,1705.49,3,7
O10740,P520,Clothing,Supplier A,Chennai,TV,2025-05-28,0,1694.35,4,8
O10741,P905,Books,Supplier B,Hyderabad,TV,2025-04-17,0,1921.04,4,3
O10742,P508,Clothing,Supplier C,Bangalore,Website Banner,2025-06-19,0,1456.89,2,6
O10743,P909,Books,Supplier B,Chennai,Email,2025-04-29,0,573.99,3,7
O10744,P347,Home,Supplier C,Delhi,TV,2025-05-25,0,236.5,1,1
O10745,P996,Home,Supplier C,Hyderabad,TV,2025-06-15,0,1062.95,1,1
O10746,P846,Home,Supplier A,Bangalore,Social Media,2025-04-21,0,1124.67,4,7
O10747,P915,Home,Supplier C,Chennai,Website Banner,2025-04-13,0,632.47,3,3
O10748,P243,Electronics,Supplier B,Hyderabad,Social Media,2025-04-03,0,424.46,4,3
O10749,P908,Home,Supplier C,Mumbai,Email,2025-06-11,0,1255.17,4,5
O10750,P244,Toys,Supplier C,Hyderabad,Social Media,2025-06-11,0,1575.66,1,6
O10751,P116,Toys,Supplier A,Delhi,Social Media,2025-04-15,0,1987.68,1,2
O10752,P770,Electronics,Supplier C,Hyderabad,Social Media,2025-06-23,0,1564.94,3,3
O10753,P415,Home,Supplier C,Chennai,Website Banner,2025-04-12,0,1628.54,4,6
O10754,P800,Home,Supplier B,Chennai,Email,2025-04-27,1,1309.63,2,3
O10755,P730,Home,Supplier A,Hyderabad,Social Media,2025-05-19,1,1974.66,3,5
O10756,P830,Books,Supplier A,Chennai,Website Banner,2025-04-25,0,1351.92,4,9
O10757,P349,Clothing,Supplier A,Mumbai,Email,2025-05-28,0,1748.46,3,3
O10758,P275,Books,Supplier C,Hyderabad,TV,2025-04-07,0,1902.41,3,6
O10759,P566,Clothing,Supplier A,Mumbai,Social Media,2025-06-12,0,1873.75,3,5
O10760,P158,Home,Supplier C,Mumbai,Email,2025-06-12,0,886.55,2,5
O10761,P594,Home,Supplier C,Bangalore,Social Media,2025-05-08,0,341.59,2,6
O10762,P341,Books,Supplier B,Hyderabad,TV,2025-04-13,0,509.37,1,6
O10763,P170,Books,Supplier B,Chennai,Email,2025-05-05,0,306.6,1,1
O10764,P815,Clothing,Supplier B,Mumbai,Website Banner,2025-06-29,0,389.71,4,9
O10765,P599,Toys,Supplier B,Bangalore,Email,2025-06-03,0,532.37,3,5
O10766,P425,Clothing,Supplier B,Hyderabad,Website Banner,2025-05-01,0,813.97,4,1
O10767,P426,Books,Supplier C,Hyderabad,Email,2025-06-19,0,1178.37,1,8
O10768,P412,Books,Supplier C,Delhi,Website Banner,2025-04-05,0,1481.03,2,7
O10769,P154,Electronics,Supplier A,Delhi,TV,2025-06-25,0,579.67,1,7
O10770,P633,Books,Supplier C,Mumbai,TV,2025-04-29,0,1410.54,4,5
O10771,P860,Electronics,Supplier C,Delhi,TV,2025-04-08,0,1467.67,1,1
O10772,P382,Toys,Supplier B,Mumbai,Email,2025-04-13,0,1205.52,4,9
O10773,P726,Clothing,Supplier C,Chennai,TV,2025-04-18,1,1826.51,4,9
O10774,P555,Clothing,Supplier B,Mumbai,Social Media,2025-06-04,0,399.79,4,8
O10775,P369,Electronics,Supplier A,Delhi,TV,2025-04-04,1,518.82,4,5
O10776,P864,Clothing,Supplier A,Chennai,Website Banner,2025-04-01,0,971.6,1,3
O10777,P477,Books,Supplier C,Delhi,Website Banner,2025-06-19,0,428.08,4,8
O10778,P871,Home,Supplier A,Mumbai,Website Banner,2025-04-24,0,1219.33,4,1
O10779,P606,Electronics,Supplier C,Bangalore,Email,2025-04-22,0,917.12,3,3
O10780,P142,Clothing,Supplier A,Hyderabad,Social Media,2025-04-04,0,712.27,4,7
O10781,P225,Electronics,Supplier B,Delhi,TV,2025-05-16,0,505.98,1,4
O10782,P560,Electronics,Supplier B,Mumbai,Social Media,2025-04-22,0,803.61,4,7
O10783,P981,Home,Supplier B,Chennai,Social Media,2025-06-25,1,1294.33,2,5
O10784,P331,Books,Supplier B,Delhi,Website Banner,2025-04-26,0,1236.41,2,6
O10785,P907,Electronics,Supplier C,Delhi,Website Banner,2025-04-27,0,494.52,4,7
O10786,P345,Clothing,Supplier A,Hyderabad,Website Banner,2025-06-08,0,424.86,2,7
O10787,P776,Toys,Supplier C,Mumbai,Email,2025-06-08,0,248.02,2,7
O10788,P697,Electronics,Supplier B,Bangalore,Social Media,2025-06-14,1,222.37,1,7
O10789,P629,Electronics,Supplier C,Chennai,Social Media,2025-06-08,1,1783.66,3,7
O10790,P673,Home,Supplier A,Mumbai,Email,2025-05-14,1,281.16,2,3
O10791,P102,Books,Supplier C,Chennai,Email,2025-04-30,0,1516.2,2,3
O10792,P676,Toys,Supplier A,Delhi,Email,2025-04-04,0,1769.57,3,7
O10793,P839,Clothing,Supplier C,Hyderabad,Social Media,2025-05-08,0,376.5,3,2
O10794,P735,Toys,Supplier A,Hyderabad,Social Media,2025-04-04,1,985.34,2,2
O10795,P423,Clothing,Supplier A,Bangalore,Website Banner,2025-05-01,0,1932.15,4,3
O10796,P674,Books,Supplier B,Hyderabad,Website Banner,2025-05-13,0,1701.45,2,4
O10797,P215,Clothing,Supplier A,Delhi,Social Media,2025-06-07,0,1081.47,4,6
O10798,P218,Home,Supplier B,Bangalore,Website Banner,2025-04-02,0,1572.63,4,8
O10799,P814,Home,Supplier B,Mumbai,Email,2025-05-25,0,1700.08,4,7
O10800,P262,Home,Supplier B,Hyderabad,TV,2025-06-11,0,826.45,3,4
O10801,P111,Home,Supplier C,Bangalore,Website Banner,2025-05-05,1,1805.88,2,2
O10802,P720,Toys,Supplier C,Delhi,Social Media,2025-04-06,1,1046.85,2,2
O10803,P562,Books,Supplier C,Chennai,Website Banner,2025-06-24,0,1150.05,1,4
O10804,P517,Clothing,Supplier C,Chennai,Website Banner,2025-06-26,0,1999.47,3,6
O10805,P315,Clothing,Supplier A,Delhi,Website Banner,2025-05-09,1,1717.95,1,3
O10806,P413,Home,Supplier A,Delhi,TV,2025-06-09,1,851.19,1,6
O10807,P663,Home,Supplier C,Chennai,Email,2025-04-02,0,218.62,4,5
O10808,P322,Electronics,Supplier A,Bangalore,Social Media,2025-06-02,0,1327.11,3,5
O10809,P748,Books,Supplier A,Chennai,TV,2025-05-31,0,1467.04,1,2
O10810,P786,Toys,Supplier B,Delhi,Social Media,2025-06-03,1,1371.44,2,8
O10811,P750,Clothing,Supplier B,Hyderabad,Social Media,2025-04-14,0,1942.15,1,5
O10812,P909,Electronics,Supplier B,Mumbai,Social Media,2025-06-27,0,1753.35,3,2
O10813,P303,Electronics,Supplier B,Hyderabad,TV,2025-06-03,0,1007.9,2,7
O10814,P632,Clothing,Supplier A,Hyderabad,Email,2025-05-08,1,313.14,2,9
O10815,P994,Toys,Supplier C,Delhi,Social Media,2025-05-25,0,1056.91,2,9
O10816,P581,Electronics,Supplier A,Chennai,Email,2025-06-03,0,1440.64,4,1
O10817,P522,Electronics,Supplier A,Bangalore,Email,2025-04-15,0,1293.88,2,7
O10818,P973,Books,Supplier A,Hyderabad,Website Banner,2025-05-03,0,1168.65,4,9
O10819,P876,Toys,Supplier B,Chennai,TV,2025-06-19,0,1043.87,4,6
O10820,P170,Electronics,Supplier B,Bangalore,TV,2025-05-11,0,728.77,1,1
O10821,P596,Toys,Supplier B,Hyderabad,Website Banner,2025-04-17,0,699.22,1,2
O10822,P407,Clothing,Supplier C,Bangalore,Website Banner,2025-05-08,1,1100.42,2,4
O10823,P414,Home,Supplier A,Chennai,Email,2025-05-31,0,489.09,3,4
O10824,P771,Electronics,Supplier C,Mumbai,Social Media,2025-04-08,0,813.23,2,2
O10825,P285,Books,Supplier B,Chennai,TV,2025-06-10,0,783.16,1,8
O10826,P623,Clothing,Supplier C,Delhi,Social Media,2025-04-28,0,1256.84,2,2
O10827,P391,Toys,Supplier A,Bangalore,Social Media,2025-04-16,0,320.03,1,3
O10828,P260,Clothing,Supplier A,Mumbai,Website Banner,2025-05-17,1,1693.4,2,4
O10829,P605,Electronics,Supplier B,Bangalore,Social Media,2025-06-27,0,1212.28,3,9
O10830,P518,Toys,Supplier B,Bangalore,Email,2025-06-01,0,1407.49,2,1
O10831,P196,Home,Supplier C,Hyderabad,Website Banner,2025-06-01,1,1465.57,3,8
O10832,P313,Clothing,Supplier B,Delhi,Social Media,2025-04-14,0,724.67,3,5
O10833,P787,Electronics,Supplier B,Bangalore,Website Banner,2025-05-25,1,1046.67,2,7
O10834,P818,Books,Supplier A,Chennai,Email,2025-06-26,0,1921.24,3,8
O10835,P827,Toys,Supplier B,Chennai,Email,2025-06-13,0,1580.07,3,5
O10836,P841,Clothing,Supplier B,Hyderabad,Social Media,2025-06-05,0,1945.2,1,8
O10837,P657,Clothing,Supplier A,Delhi,Website Banner,2025-05-23,0,1543.26,1,8
O10838,P280,Home,Supplier A,Delhi,Social Media,2025-05-17,0,516.08,3,9
O10839,P159,Home,Supplier C,Chennai,Social Media,2025-05-29,0,316.16,4,2
O10840,P351,Books,Supplier B,Mumbai,Website Banner,2025-04-01,0,1239.79,2,3
O10841,P622,Books,Supplier A,Hyderabad,Social Media,2025-05-28,1,844.06,3,1
O10842,P136,Electronics,Supplier C,Hyderabad,Email,2025-06-26,0,695.82,2,4
O10843,P712,Electronics,Supplier C,Chennai,Website Banner,2025-06-14,1,1652.98,1,5
O10844,P706,Books,Supplier B,Chennai,Website Banner,2025-05-29,0,860.59,2,1
O10845,P580,Books,Supplier B,Mumbai,Website Banner,2025-05-24,0,770.6,3,8
O10846,P907,Toys,Supplier C,Mumbai,Website Banner,2025-05-18,0,1729.98,3,2
O10847,P639,Home,Supplier A,Delhi,Social Media,2025-04-13,0,1723.32,3,1
O10848,P253,Electronics,Supplier C,Hyderabad,Social Media,2025-06-06,1,841.46,3,2
O10849,P634,Home,Supplier B,Hyderabad,Email,2025-04-16,0,1698.5,4,5
O10850,P754,Home,Supplier A,Chennai,TV,2025-06-12,0,1731.4,4,9
O10851,P526,Books,Supplier A,Delhi,TV,2025-04-13,0,963.07,4,9
O10852,P881,Toys,Supplier C,Hyderabad,Email,2025-05-29,0,319.65,3,2
O10853,P421,Clothing,Supplier B,Delhi,TV,2025-06-20,0,202.85,4,2
O10854,P172,Toys,Supplier C,Delhi,Email,2025-05-17,0,1141.93,2,3
O10855,P266,Toys,Supplier C,Chennai,Social Media,2025-04-11,0,819.34,3,7
O10856,P934,Home,Supplier C,Delhi,Website Banner,2025-05-11,0,1994.84,1,3
O10857,P120,Toys,Supplier A,Mumbai,Website Banner,2025-05-14,0,1590.34,3,1
O10858,P768,Electronics,Supplier A,Mumbai,Social Media,2025-04-19,0,1570.3,2,6
O10859,P738,Home,Supplier B,Bangalore,Website Banner,2025-05-01,0,1919.44,4,3
O10860,P319,Electronics,Supplier B,Chennai,Website Banner,2025-05-21,1,1797.9,3,1
O10861,P515,Clothing,Supplier C,Bangalore,TV,2025-05-17,0,772.74,4,4
O10862,P745,Home,Supplier C,Mumbai,Social Media,2025-06-25,0,498.78,3,1
O10863,P476,Clothing,Supplier C,Bangalore,TV,2025-04-10,0,1542.61,2,1
O10864,P977,Home,Supplier B,Chennai,TV,2025-06-24,0,880.89,3,2
O10865,P221,Books,Supplier A,Chennai,Website Banner,2025-05-19,1,1051.71,4,8
O10866,P609,Toys,Supplier A,Delhi,Website Banner,2025-06-14,0,1334.72,4,2
O10867,P314,Books,Supplier C,Hyderabad,Social Media,2025-06-05,0,1834.17,2,2
O10868,P973,Clothing,Supplier C,Delhi,Website Banner,2025-04-23,0,954.36,3,8
O10869,P129,Toys,Supplier C,Chennai,Website Banner,2025-04-05,0,1609.97,1,6
O10870,P623,Home,Supplier C,Mumbai,Social Media,2025-06-12,0,683.01,3,4
O10871,P812,Toys,Supplier B,Mumbai,Website Banner,2025-04-06,0,1456.35,2,3
O10872,P563,Electronics,Supplier A,Delhi,TV,2025-04-03,0,202.84,1,1
O10873,P855,Toys,Supplier C,Chennai,Social Media,2025-04-25,0,1768.71,2,3
O10874,P209,Electronics,Supplier B,Mumbai,Website Banner,2025-06-03,0,254.68,3,9
O10875,P214,Toys,Supplier C,Chennai,Email,2025-05-01,0,1482.96,1,5
O10876,P836,Electronics,Supplier C,Mumbai,Social Media,2025-04-01,0,283.26,2,6
O10877,P235,Clothing,Supplier A,Chennai,Social Media,2025-04-03,0,679.24,4,5
O10878,P143,Books,Supplier C,Bangalore,Email,2025-06-25,0,1094.96,1,1
O10879,P299,Home,Supplier A,Chennai,Website Banner,2025-05-07,0,955.89,1,1
O10880,P586,Toys,Supplier A,Chennai,Website Banner,2025-05-28,0,545.31,2,4
O10881,P243,Books,Supplier A,Delhi,Social Media,2025-05-14,0,800.87,4,3
O10882,P777,Home,Supplier B,Bangalore,Social Media,2025-05-13,1,1509.87,1,8
O10883,P898,Home,Supplier B,Hyderabad,Website Banner,2025-04-13,1,1404.66,2,7
O10884,P166,Electronics,Supplier A,Delhi,Website Banner,2025-04-10,0,329.27,1,7
O10885,P562,Clothing,Supplier C,Hyderabad,TV,2025-04-13,0,1545.17,1,8
O10886,P911,Clothing,Supplier A,Mumbai,Social Media,2025-04-15,0,295.48,1,7
O10887,P360,Books,Supplier C,Hyderabad,Social Media,2025-04-12,0,1177.27,4,2
O10888,P173,Clothing,Supplier A,Chennai,Email,2025-06-13,0,668.11,3,4
O10889,P419,Toys,Supplier C,Hyderabad,TV,2025-05-10,0,1257.84,3,6
O10890,P816,Clothing,Supplier B,Delhi,Website Banner,2025-06-04,1,670.39,4,3
O10891,P404,Books,Supplier C,Delhi,TV,2025-04-16,0,1972.92,4,3
O10892,P959,Clothing,Supplier A,Hyderabad,Website Banner,2025-05-27,0,757.51,2,6
O10893,P781,Toys,Supplier B,Delhi,Website Banner,2025-06-14,0,635.53,1,1
O10894,P190,Electronics,Supplier C,Delhi,TV,2025-04-24,0,701.24,4,1
O10895,P463,Books,Supplier C,Hyderabad,Social Media,2025-04-14,0,1813.65,2,5
O10896,P620,Electronics,Supplier C,Bangalore,Website Banner,2025-05-25,0,1345.19,3,1
O10897,P686,Electronics,Supplier C,Bangalore,TV,2025-05-23,0,1515.23,3,8
O10898,P266,Electronics,Supplier C,Mumbai,Email,2025-04-28,0,1852.42,3,2
O10899,P617,Home,Supplier B,Delhi,TV,2025-05-22,0,1841.37,3,6
O10900,P168,Home,Supplier B,Hyderabad,Email,2025-04-20,0,1530.1,2,5
O10901,P809,Electronics,Supplier B,Delhi,Website Banner,2025-05-30,0,556.08,1,4
O10902,P194,Books,Supplier B,Chennai,TV,2025-04-24,0,1718.07,2,1
O10903,P401,Toys,Supplier A,Delhi,TV,2025-04-27,0,566.8,1,3
O10904,P911,Toys,Supplier B,Delhi,Email,2025-06-09,1,1537.22,3,4
O10905,P100,Clothing,Supplier C,Bangalore,TV,2025-06-19,0,1434.09,4,2
O10906,P552,Books,Supplier C,Hyderabad,TV,2025-05-12,1,1566.0,4,2
O10907,P725,Home,Supplier B,Delhi,Website Banner,2025-05-08,1,1158.83,4,2
O10908,P324,Electronics,Supplier C,Bangalore,TV,2025-05-28,0,1349.71,1,1
O10909,P278,Clothing,Supplier B,Mumbai,Social Media,2025-05-14,0,1915.98,3,2
O10910,P286,Toys,Supplier C,Bangalore,Email,2025-04-23,1,381.96,2,6
O10911,P502,Home,Supplier A,Bangalore,TV,2025-06-22,0,755.93,4,3
O10912,P779,Home,Supplier A,Bangalore,Email,2025-06-05,0,1300.44,1,5
O10913,P725,Electronics,Supplier B,Delhi,Email,2025-04-08,1,1935.3,4,1
O10914,P257,Toys,Supplier B,Delhi,Email,2025-05-13,0,372.03,2,8
O10915,P522,Books,Supplier B,Mumbai,TV,2025-06-01,0,240.59,3,4
O10916,P290,Home,Supplier C,Chennai,TV,2025-04-29,0,300.35,2,9
O10917,P345,Electronics,Supplier B,Chennai,Email,2025-04-04,0,294.33,3,4
O10918,P316,Books,Supplier A,Chennai,Social Media,2025-06-03,0,1834.07,3,2
O10919,P815,Toys,Supplier C,Mumbai,Email,2025-05-25,0,1498.26,3,3
O10920,P388,Home,Supplier B,Chennai,Social Media,2025-04-19,0,1418.79,4,5
O10921,P304,Books,Supplier C,Chennai,Email,2025-06-01,0,1140.63,2,6
O10922,P631,Books,Supplier C,Bangalore,Website Banner,2025-06-11,0,1607.51,4,7
O10923,P658,Books,Supplier B,Delhi,Email,2025-04-24,0,480.17,2,4
O10924,P450,Home,Supplier C,Delhi,Email,2025-06-17,0,905.49,1,7
O10925,P441,Home,Supplier A,Bangalore,TV,2025-06-21,0,1082.01,1,3
O10926,P125,Clothing,Supplier A,Bangalore,Social Media,2025-04-06,0,398.74,2,7
O10927,P240,Toys,Supplier C,Bangalore,Website Banner,2025-05-09,0,955.12,2,4
O10928,P349,Electronics,Supplier B,Delhi,Social Media,2025-04-10,1,769.7,2,8
O10929,P644,Books,Supplier C,Chennai,Website Banner,2025-04-13,0,264.05,2,9
O10930,P713,Clothing,Supplier A,Bangalore,Email,2025-04-29,0,446.12,3,7
O10931,P439,Electronics,Supplier C,Mumbai,TV,2025-06-08,0,1575.27,4,8
O10932,P718,Clothing,Supplier C,Bangalore,TV,2025-04-03,1,232.47,3,8
O10933,P265,Home,Supplier A,Hyderabad,Social Media,2025-05-01,0,1881.66,4,2
O10934,P240,Books,Supplier C,Bangalore,TV,2025-05-19,0,355.56,4,9
O10935,P196,Electronics,Supplier C,Delhi,Social Media,2025-05-14,0,1638.63,4,6
O10936,P309,Electronics,Supplier B,Bangalore,Social Media,2025-06-24,0,1817.51,3,4
